temp,rich,Col,gsm1,AOP2.gsoh,AOP2,com,Cage,Week_match,BRBR_t,LYER_t,Ptoid_t,BRBR_t1,LYER_t1,Ptoid_t1,fweek,Biomass_g_t1,No_Plants,Biomass_g
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,0,4,4,0,24,8,0,0,0.7725000000000001,8,0.6180000000000001
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,1,24,8,0,54,79,0,1,0.927,8,0.7725000000000001
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,2,54,79,2,375,565,1,2,1.997,8,0.927
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,3,375,565,3,430,130,22,3,0.949,8,1.997
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,4,430,130,22,295,150,55,4,0.849,8,0.949
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,5,295,150,55,42,35,147,5,0.846,8,0.849
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,6,42,35,147,0,0,14,6,1.11,8,0.846
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,7,0,0,14,0,0,0,7,1.631,8,1.11
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,8,0,0,0,0,0,0,8,0.653,8,1.631
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,9,0,0,0,0,0,0,9,1.059,8,0.653
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,10,0,0,0,0,0,0,10,1.344,8,1.059
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,11,0,0,0,0,0,0,11,1.049,8,1.344
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,12,0,0,0,0,0,0,12,0.964,8,1.049
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,13,0,0,0,0,0,0,13,1.092,7,0.964
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,14,0,0,0,0,0,0,14,0.559,8,1.092
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,15,0,0,0,0,0,0,15,0.411,7,0.559
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,1,16,0,0,0,0,0,0,16,0.925,7,0.411
20 C,4,1,1,1,1,Poly,2,0,4,4,0,52,16,0,0,1.2333333333333334,8,0.9866666666666667
20 C,4,1,1,1,1,Poly,2,1,52,16,0,134,142,0,1,1.48,8,1.2333333333333334
20 C,4,1,1,1,1,Poly,2,2,134,142,2,570,445,1,2,2.347,8,1.48
20 C,4,1,1,1,1,Poly,2,3,570,445,3,327,205,37,3,0.988,8,2.347
20 C,4,1,1,1,1,Poly,2,4,327,205,37,255,80,24,4,1.215,8,0.988
20 C,4,1,1,1,1,Poly,2,5,255,80,24,95,50,85,5,1.229,8,1.215
20 C,4,1,1,1,1,Poly,2,6,95,50,85,155,95,120,6,1.191,8,1.229
20 C,4,1,1,1,1,Poly,2,7,155,95,120,30,10,55,7,2.193,8,1.191
20 C,4,1,1,1,1,Poly,2,8,30,10,55,0,0,2,8,2.124,8,2.193
20 C,4,1,1,1,1,Poly,2,9,0,0,2,0,0,3,9,1.034,8,2.124
20 C,4,1,1,1,1,Poly,2,10,0,0,3,0,0,0,10,1.682,8,1.034
20 C,4,1,1,1,1,Poly,2,11,0,0,0,0,0,0,11,0.958,8,1.682
20 C,4,1,1,1,1,Poly,2,12,0,0,0,0,0,0,12,1.421,8,0.958
20 C,4,1,1,1,1,Poly,2,13,0,0,0,0,0,0,13,1.339,8,1.421
20 C,4,1,1,1,1,Poly,2,14,0,0,0,0,0,0,14,0.361,7,1.339
20 C,4,1,1,1,1,Poly,2,15,0,0,0,0,0,0,15,0.434,5,0.361
20 C,4,1,1,1,1,Poly,2,16,0,0,0,0,0,0,16,0.808,8,0.434
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,0,4,4,0,27,27,0,0,0.7383333333333333,8,0.5906666666666667
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,1,27,27,0,99,125,0,1,0.886,8,0.7383333333333333
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,2,99,125,2,330,725,1,2,1.679,8,0.886
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,3,330,725,3,210,270,13,3,1.219,8,1.679
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,4,210,270,13,315,160,51,4,0.874,8,1.219
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,5,315,160,51,80,15,150,5,1.347,8,0.874
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,6,80,15,150,0,0,32,6,1.823,8,1.347
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,7,0,0,32,0,0,0,7,2.223,8,1.823
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,8,0,0,0,0,0,0,8,1.903,8,2.223
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,9,0,0,0,0,0,0,9,1.391,8,1.903
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,10,0,0,0,0,0,0,10,1.14,8,1.391
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,11,0,0,0,0,0,0,11,1.041,8,1.14
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,12,0,0,0,0,0,0,12,1.407,8,1.041
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,13,0,0,0,0,0,0,13,1.144,8,1.407
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,14,0,0,0,0,0,0,14,0.218,8,1.144
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,15,0,0,0,0,0,0,15,0.804,4,0.218
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,3,16,0,0,0,0,0,0,16,1.056,8,0.804
20 C,1,0,0,0,1,AOP2,4,0,4,4,0,12,7,0,0,0.5683333333333334,8,0.45466666666666666
20 C,1,0,0,0,1,AOP2,4,1,12,7,0,79,158,0,1,0.682,8,0.5683333333333334
20 C,1,0,0,0,1,AOP2,4,2,79,158,2,240,550,1,2,1.646,8,0.682
20 C,1,0,0,0,1,AOP2,4,3,240,550,3,150,155,26,3,0.742,8,1.646
20 C,1,0,0,0,1,AOP2,4,4,150,155,26,80,67,27,4,0.81,8,0.742
20 C,1,0,0,0,1,AOP2,4,5,80,67,27,10,12,43,5,1.104,8,0.81
20 C,1,0,0,0,1,AOP2,4,6,10,12,43,0,10,4,6,1.292,8,1.104
20 C,1,0,0,0,1,AOP2,4,7,0,10,4,0,5,3,7,1.736,8,1.292
20 C,1,0,0,0,1,AOP2,4,8,0,5,3,0,20,0,8,1.793,8,1.736
20 C,1,0,0,0,1,AOP2,4,9,0,20,0,0,60,0,9,0.901,8,1.793
20 C,1,0,0,0,1,AOP2,4,10,0,60,0,0,752,0,10,1.416,8,0.901
20 C,1,0,0,0,1,AOP2,4,11,0,752,0,0,275,0,11,0.315,8,1.416
20 C,1,0,0,0,1,AOP2,4,12,0,275,0,0,795,0,12,0.408,8,0.315
20 C,1,0,0,0,1,AOP2,4,13,0,795,0,0,315,0,13,0.258,8,0.408
20 C,1,0,0,0,1,AOP2,4,14,0,315,0,0,40,0,14,0.085,7,0.258
20 C,1,0,0,0,1,AOP2,4,15,0,40,0,0,5,0,15,0.34,7,0.085
20 C,1,0,0,0,1,AOP2,4,16,0,5,0,0,155,0,16,0.617,8,0.34
20 C,1,0,1,0,0,gsm1,5,0,4,4,0,19,22,0,0,1.47,8,1.176
20 C,1,0,1,0,0,gsm1,5,1,19,22,0,118,149,0,1,1.764,8,1.47
20 C,1,0,1,0,0,gsm1,5,2,118,149,2,247,467,1,2,2.046,8,1.764
20 C,1,0,1,0,0,gsm1,5,3,247,467,3,230,205,17,3,1.005,8,2.046
20 C,1,0,1,0,0,gsm1,5,4,230,205,17,210,137,12,4,1.593,8,1.005
20 C,1,0,1,0,0,gsm1,5,5,210,137,12,97,137,81,5,1.825,8,1.593
20 C,1,0,1,0,0,gsm1,5,6,97,137,81,20,35,181,6,1.795,8,1.825
20 C,1,0,1,0,0,gsm1,5,7,20,35,181,0,5,32,7,2.63,8,1.795
20 C,1,0,1,0,0,gsm1,5,8,0,5,32,0,5,3,8,2.168,8,2.63
20 C,1,0,1,0,0,gsm1,5,9,0,5,3,0,5,1,9,1.753,8,2.168
20 C,1,0,1,0,0,gsm1,5,10,0,5,1,0,7,1,10,1.643,8,1.753
20 C,1,0,1,0,0,gsm1,5,11,0,7,1,0,20,1,11,0.904,8,1.643
20 C,1,0,1,0,0,gsm1,5,12,0,20,1,0,460,4,12,0.933,8,0.904
20 C,1,0,1,0,0,gsm1,5,13,0,460,4,0,635,4,13,0.393,8,0.933
20 C,1,0,1,0,0,gsm1,5,14,0,635,4,0,95,2,14,0.296,8,0.393
20 C,1,0,1,0,0,gsm1,5,15,0,95,2,0,5,0,15,0.294,6,0.296
20 C,1,0,1,0,0,gsm1,5,16,0,5,0,0,215,0,16,1.224,8,0.294
20 C,2,1,0,0,1,Col_AOP2,6,0,4,4,0,32,15,0,0,0.7566666666666667,8,0.6053333333333334
20 C,2,1,0,0,1,Col_AOP2,6,1,32,15,0,131,65,0,1,0.908,8,0.7566666666666667
20 C,2,1,0,0,1,Col_AOP2,6,2,131,65,2,840,325,1,2,2.142,8,0.908
20 C,2,1,0,0,1,Col_AOP2,6,3,840,325,3,185,205,33,3,1.089,8,2.142
20 C,2,1,0,0,1,Col_AOP2,6,4,185,205,33,172,270,38,4,1.063,8,1.089
20 C,2,1,0,0,1,Col_AOP2,6,5,172,270,38,15,55,30,5,1.491,8,1.063
20 C,2,1,0,0,1,Col_AOP2,6,6,15,55,30,0,15,65,6,1.786,8,1.491
20 C,2,1,0,0,1,Col_AOP2,6,7,0,15,65,0,5,19,7,2.148,8,1.786
20 C,2,1,0,0,1,Col_AOP2,6,8,0,5,19,0,5,5,8,2.429,8,2.148
20 C,2,1,0,0,1,Col_AOP2,6,9,0,5,5,0,5,1,9,1.587,8,2.429
20 C,2,1,0,0,1,Col_AOP2,6,10,0,5,1,0,15,1,10,1.405,8,1.587
20 C,2,1,0,0,1,Col_AOP2,6,11,0,15,1,0,70,1,11,1.255,8,1.405
20 C,2,1,0,0,1,Col_AOP2,6,12,0,70,1,0,845,1,12,0.798,8,1.255
20 C,2,1,0,0,1,Col_AOP2,6,13,0,845,1,0,555,64,13,0.409,8,0.798
20 C,2,1,0,0,1,Col_AOP2,6,14,0,555,64,0,65,12,14,0.326,8,0.409
20 C,2,1,0,0,1,Col_AOP2,6,15,0,65,12,0,0,0,15,0.356,8,0.326
20 C,2,1,0,0,1,Col_AOP2,6,16,0,0,0,0,0,0,16,1.498,8,0.356
20 C,4,1,1,1,1,Poly,7,0,4,4,0,27,20,0,0,1.1941666666666668,8,0.9553333333333335
20 C,4,1,1,1,1,Poly,7,1,27,20,0,102,117,0,1,1.433,8,1.1941666666666668
20 C,4,1,1,1,1,Poly,7,2,102,117,2,460,410,1,2,1.687,8,1.433
20 C,4,1,1,1,1,Poly,7,3,460,410,3,545,290,31,3,1.5,8,1.687
20 C,4,1,1,1,1,Poly,7,4,545,290,31,450,120,44,4,0.871,8,1.5
20 C,4,1,1,1,1,Poly,7,5,450,120,44,95,10,242,5,1.618,8,0.871
20 C,4,1,1,1,1,Poly,7,6,95,10,242,0,10,49,6,2.041,8,1.618
20 C,4,1,1,1,1,Poly,7,7,0,10,49,0,10,0,7,2.192,8,2.041
20 C,4,1,1,1,1,Poly,7,8,0,10,0,0,0,0,8,2.077,8,2.192
20 C,4,1,1,1,1,Poly,7,9,0,0,0,0,0,0,9,1.69,8,2.077
20 C,4,1,1,1,1,Poly,7,10,0,0,0,0,0,0,10,2.171,8,1.69
20 C,4,1,1,1,1,Poly,7,11,0,0,0,0,0,0,11,1.566,8,2.171
20 C,4,1,1,1,1,Poly,7,12,0,0,0,0,0,0,12,1.446,8,1.566
20 C,4,1,1,1,1,Poly,7,13,0,0,0,0,0,0,13,1.317,8,1.446
20 C,4,1,1,1,1,Poly,7,14,0,0,0,0,0,0,14,0.513,8,1.317
20 C,4,1,1,1,1,Poly,7,15,0,0,0,0,0,0,15,0.568,5,0.513
20 C,4,1,1,1,1,Poly,7,16,0,0,0,0,0,0,16,1.086,8,0.568
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,0,4,4,0,51,17,0,0,1.1883333333333332,8,0.9506666666666665
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,1,51,17,0,172,121,0,1,1.426,8,1.1883333333333332
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,2,172,121,2,575,305,1,2,2.652,8,1.426
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,3,575,305,3,330,210,30,3,1.1,8,2.652
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,4,330,210,30,285,155,17,4,1.362,8,1.1
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,5,285,155,17,0,100,89,5,1.764,8,1.362
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,6,0,100,89,0,20,28,6,1.474,8,1.764
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,7,0,20,28,0,0,0,7,2.039,8,1.474
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,8,0,0,0,0,0,0,8,2.473,8,2.039
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,9,0,0,0,0,0,0,9,1.571,8,2.473
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,10,0,0,0,0,0,0,10,1.488,8,1.571
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,11,0,0,0,0,0,0,11,1.838,8,1.488
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,12,0,0,0,0,0,0,12,1.533,8,1.838
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,13,0,0,0,0,0,0,13,1.366,8,1.533
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,14,0,0,0,0,0,0,14,0.712,8,1.366
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,15,0,0,0,0,0,0,15,0.512,8,0.712
20 C,2,1,0,1,0,Col_AOP2.gsoh,8,16,0,0,0,0,0,0,16,1.353,8,0.512
20 C,2,1,1,0,0,Col_gsm1,9,0,4,4,0,45,23,0,0,1.1566666666666665,8,0.9253333333333332
20 C,2,1,1,0,0,Col_gsm1,9,1,45,23,0,146,181,0,1,1.388,8,1.1566666666666665
20 C,2,1,1,0,0,Col_gsm1,9,2,146,181,2,445,465,1,2,2.297,8,1.388
20 C,2,1,1,0,0,Col_gsm1,9,3,445,465,3,325,242,27,3,1.375,8,2.297
20 C,2,1,1,0,0,Col_gsm1,9,4,325,242,27,145,275,33,4,1.661,8,1.375
20 C,2,1,1,0,0,Col_gsm1,9,5,145,275,33,7,35,123,5,1.83,8,1.661
20 C,2,1,1,0,0,Col_gsm1,9,6,7,35,123,0,5,16,6,2.337,8,1.83
20 C,2,1,1,0,0,Col_gsm1,9,7,0,5,16,0,5,1,7,2.051,8,2.337
20 C,2,1,1,0,0,Col_gsm1,9,8,0,5,1,0,5,1,8,2.582,8,2.051
20 C,2,1,1,0,0,Col_gsm1,9,9,0,5,1,0,5,1,9,1.987,8,2.582
20 C,2,1,1,0,0,Col_gsm1,9,10,0,5,1,0,137,10,10,1.91,8,1.987
20 C,2,1,1,0,0,Col_gsm1,9,11,0,137,10,0,15,3,11,1.501,8,1.91
20 C,2,1,1,0,0,Col_gsm1,9,12,0,15,3,0,5,20,12,1.372,8,1.501
20 C,2,1,1,0,0,Col_gsm1,9,13,0,5,20,0,20,5,13,1.481,8,1.372
20 C,2,1,1,0,0,Col_gsm1,9,14,0,20,5,0,5,0,14,0.626,8,1.481
20 C,2,1,1,0,0,Col_gsm1,9,15,0,5,0,0,5,0,15,0.786,8,0.626
20 C,2,1,1,0,0,Col_gsm1,9,16,0,5,0,0,5,0,16,1.511,8,0.786
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,0,4,4,0,38,19,0,0,0.8008333333333333,8,0.6406666666666666
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,1,38,19,0,162,155,0,1,0.961,8,0.8008333333333333
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,2,162,155,2,470,405,1,2,1.317,8,0.961
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,3,470,405,3,220,70,35,3,0.846,8,1.317
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,4,220,70,35,127,87,25,4,1.265,8,0.846
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,5,127,87,25,27,97,168,5,1.56,8,1.265
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,6,27,97,168,0,0,29,6,1.928,8,1.56
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,7,0,0,29,0,0,0,7,2.441,8,1.928
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,8,0,0,0,0,0,0,8,1.728,8,2.441
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,9,0,0,0,0,0,0,9,1.122,8,1.728
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,10,0,0,0,0,0,0,10,1.732,8,1.122
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,11,0,0,0,0,0,0,11,1.18,8,1.732
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,12,0,0,0,0,0,0,12,1.313,8,1.18
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,13,0,0,0,0,0,0,13,1.148,8,1.313
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,14,0,0,0,0,0,0,14,0.141,8,1.148
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,15,0,0,0,0,0,0,15,0.422,6,0.141
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,10,16,0,0,0,0,0,0,16,0.547,8,0.422
20 C,2,0,1,0,1,gsm1_AOP2,11,0,4,4,0,38,11,0,0,0.9808333333333333,8,0.7846666666666666
20 C,2,0,1,0,1,gsm1_AOP2,11,1,38,11,0,128,216,0,1,1.177,8,0.9808333333333333
20 C,2,0,1,0,1,gsm1_AOP2,11,2,128,216,2,305,487,1,2,1.853,8,1.177
20 C,2,0,1,0,1,gsm1_AOP2,11,3,305,487,3,200,197,29,3,0.781,8,1.853
20 C,2,0,1,0,1,gsm1_AOP2,11,4,200,197,29,77,145,27,4,1.134,8,0.781
20 C,2,0,1,0,1,gsm1_AOP2,11,5,77,145,27,20,85,216,5,1.348,8,1.134
20 C,2,0,1,0,1,gsm1_AOP2,11,6,20,85,216,0,0,47,6,1.885,8,1.348
20 C,2,0,1,0,1,gsm1_AOP2,11,7,0,0,47,0,0,0,7,1.963,8,1.885
20 C,2,0,1,0,1,gsm1_AOP2,11,8,0,0,0,0,0,0,8,2.213,8,1.963
20 C,2,0,1,0,1,gsm1_AOP2,11,9,0,0,0,0,0,0,9,1.799,8,2.213
20 C,2,0,1,0,1,gsm1_AOP2,11,10,0,0,0,0,0,0,10,1.544,8,1.799
20 C,2,0,1,0,1,gsm1_AOP2,11,11,0,0,0,0,0,0,11,1.227,8,1.544
20 C,2,0,1,0,1,gsm1_AOP2,11,12,0,0,0,0,0,0,12,1.167,8,1.227
20 C,2,0,1,0,1,gsm1_AOP2,11,13,0,0,0,0,0,0,13,1.038,8,1.167
20 C,2,0,1,0,1,gsm1_AOP2,11,14,0,0,0,0,0,0,14,0.534,7,1.038
20 C,2,0,1,0,1,gsm1_AOP2,11,15,0,0,0,0,0,0,15,0.526,6,0.534
20 C,2,0,1,0,1,gsm1_AOP2,11,16,0,0,0,0,0,0,16,1.013,8,0.526
20 C,4,1,1,1,1,Poly,12,0,4,4,0,34,17,0,0,1.1566666666666665,8,0.9253333333333332
20 C,4,1,1,1,1,Poly,12,1,34,17,0,108,153,0,1,1.388,8,1.1566666666666665
20 C,4,1,1,1,1,Poly,12,2,108,153,2,410,407,1,2,1.648,8,1.388
20 C,4,1,1,1,1,Poly,12,3,410,407,3,325,260,20,3,1.156,8,1.648
20 C,4,1,1,1,1,Poly,12,4,325,260,20,210,175,70,4,0.823,8,1.156
20 C,4,1,1,1,1,Poly,12,5,210,175,70,15,70,118,5,1.706,8,0.823
20 C,4,1,1,1,1,Poly,12,6,15,70,118,0,5,24,6,2.092,8,1.706
20 C,4,1,1,1,1,Poly,12,7,0,5,24,0,5,1,7,2.363,8,2.092
20 C,4,1,1,1,1,Poly,12,8,0,5,1,0,10,1,8,2.172,8,2.363
20 C,4,1,1,1,1,Poly,12,9,0,10,1,0,75,3,9,1.662,8,2.172
20 C,4,1,1,1,1,Poly,12,10,0,75,3,0,200,13,10,1.459,8,1.662
20 C,4,1,1,1,1,Poly,12,11,0,200,13,0,555,101,11,0.489,8,1.459
20 C,4,1,1,1,1,Poly,12,12,0,555,101,0,290,19,12,0.395,8,0.489
20 C,4,1,1,1,1,Poly,12,13,0,290,19,0,430,11,13,0.764,8,0.395
20 C,4,1,1,1,1,Poly,12,14,0,430,11,0,95,90,14,0.289,8,0.764
20 C,4,1,1,1,1,Poly,12,15,0,95,90,0,5,1,15,0.763,8,0.289
20 C,4,1,1,1,1,Poly,12,16,0,5,1,0,10,1,16,0.925,8,0.763
20 C,4,1,1,1,1,Poly,13,0,4,4,0,12,24,0,0,1.3666666666666667,8,1.0933333333333333
20 C,4,1,1,1,1,Poly,13,1,12,24,0,121,156,0,1,1.64,8,1.3666666666666667
20 C,4,1,1,1,1,Poly,13,2,121,156,2,470,845,1,2,1.484,8,1.64
20 C,4,1,1,1,1,Poly,13,3,470,845,3,85,260,17,3,0.762,8,1.484
20 C,4,1,1,1,1,Poly,13,4,85,260,17,50,110,17,4,1.615,8,0.762
20 C,4,1,1,1,1,Poly,13,5,50,110,17,0,80,67,5,1.371,8,1.615
20 C,4,1,1,1,1,Poly,13,6,0,80,67,0,10,46,6,1.337,8,1.371
20 C,4,1,1,1,1,Poly,13,7,0,10,46,0,5,7,7,2.251,8,1.337
20 C,4,1,1,1,1,Poly,13,8,0,5,7,0,10,3,8,1.688,8,2.251
20 C,4,1,1,1,1,Poly,13,9,0,10,3,0,5,2,9,2.053,8,1.688
20 C,4,1,1,1,1,Poly,13,10,0,5,2,0,10,1,10,1.959,8,2.053
20 C,4,1,1,1,1,Poly,13,11,0,10,1,0,20,5,11,1.305,8,1.959
20 C,4,1,1,1,1,Poly,13,12,0,20,5,0,60,14,12,0.821,8,1.305
20 C,4,1,1,1,1,Poly,13,13,0,60,14,0,455,8,13,1.194,8,0.821
20 C,4,1,1,1,1,Poly,13,14,0,455,8,0,65,91,14,0.222,8,1.194
20 C,4,1,1,1,1,Poly,13,15,0,65,91,0,5,1,15,0.267,6,0.222
20 C,4,1,1,1,1,Poly,13,16,0,5,1,0,10,1,16,0.937,8,0.267
20 C,1,1,0,0,0,Col,14,0,4,4,0,26,7,0,0,1.7808333333333333,8,1.4246666666666665
20 C,1,1,0,0,0,Col,14,1,26,7,0,107,64,0,1,2.137,8,1.7808333333333333
20 C,1,1,0,0,0,Col,14,2,107,64,2,495,307,1,2,2.694,8,2.137
20 C,1,1,0,0,0,Col,14,3,495,307,3,315,120,15,3,1.499,8,2.694
20 C,1,1,0,0,0,Col,14,4,315,120,15,357,195,39,4,1.512,8,1.499
20 C,1,1,0,0,0,Col,14,5,357,195,39,665,545,118,5,1.102,8,1.512
20 C,1,1,0,0,0,Col,14,6,665,545,118,85,55,424,6,1.459,8,1.102
20 C,1,1,0,0,0,Col,14,7,85,55,424,0,5,68,7,3.023,8,1.459
20 C,1,1,0,0,0,Col,14,8,0,5,68,0,5,6,8,3.191,8,3.023
20 C,1,1,0,0,0,Col,14,9,0,5,6,0,5,0,9,2.627,8,3.191
20 C,1,1,0,0,0,Col,14,10,0,5,0,0,32,0,10,1.612,8,2.627
20 C,1,1,0,0,0,Col,14,11,0,32,0,0,285,0,11,1.168,8,1.612
20 C,1,1,0,0,0,Col,14,12,0,285,0,0,750,0,12,2.915,8,1.168
20 C,1,1,0,0,0,Col,14,13,0,750,0,0,730,0,13,0.529,7,2.915
20 C,1,1,0,0,0,Col,14,14,0,730,0,0,30,0,14,0.323,8,0.529
20 C,1,1,0,0,0,Col,14,15,0,30,0,0,10,0,15,1.145,8,0.323
20 C,1,1,0,0,0,Col,14,16,0,10,0,0,20,0,16,1.637,8,1.145
20 C,1,0,0,1,0,AOP2.gsoh,15,0,4,4,0,19,5,0,0,0.4691666666666666,8,0.3753333333333333
20 C,1,0,0,1,0,AOP2.gsoh,15,1,19,5,0,111,107,0,1,0.563,8,0.4691666666666666
20 C,1,0,0,1,0,AOP2.gsoh,15,2,111,107,2,835,665,1,2,0.977,8,0.563
20 C,1,0,0,1,0,AOP2.gsoh,15,3,835,665,3,135,65,29,3,0.741,8,0.977
20 C,1,0,0,1,0,AOP2.gsoh,15,4,135,65,29,230,145,64,4,0.673,8,0.741
20 C,1,0,0,1,0,AOP2.gsoh,15,5,230,145,64,15,30,59,5,0.844,8,0.673
20 C,1,0,0,1,0,AOP2.gsoh,15,6,15,30,59,0,5,19,6,1.452,8,0.844
20 C,1,0,0,1,0,AOP2.gsoh,15,7,0,5,19,0,5,3,7,2.009,8,1.452
20 C,1,0,0,1,0,AOP2.gsoh,15,8,0,5,3,0,5,1,8,1.988,8,2.009
20 C,1,0,0,1,0,AOP2.gsoh,15,9,0,5,1,0,10,2,9,1.372,8,1.988
20 C,1,0,0,1,0,AOP2.gsoh,15,10,0,10,2,0,17,1,10,1.08,8,1.372
20 C,1,0,0,1,0,AOP2.gsoh,15,11,0,17,1,0,175,8,11,0.868,8,1.08
20 C,1,0,0,1,0,AOP2.gsoh,15,12,0,175,8,0,280,52,12,0.453,8,0.868
20 C,1,0,0,1,0,AOP2.gsoh,15,13,0,280,52,0,55,86,13,0.576,8,0.453
20 C,1,0,0,1,0,AOP2.gsoh,15,14,0,55,86,0,0,6,14,0.534,8,0.576
20 C,1,0,0,1,0,AOP2.gsoh,15,15,0,0,6,0,0,0,15,0.699,8,0.534
20 C,1,0,0,1,0,AOP2.gsoh,15,16,0,0,0,0,0,0,16,0.848,8,0.699
20 C,2,1,1,0,0,Col_gsm1,16,0,4,4,0,44,32,0,0,0.985,8,0.788
