temp,rich,Col,gsm1,AOP2.gsoh,AOP2,com,Cage,Week_match,BRBR_t,LYER_t,Ptoid_t,BRBR_t1,LYER_t1,Ptoid_t1,fweek,Biomass_g_t1,No_Plants,Biomass_g
20 C,2,1,1,0,0,Col_gsm1,16,1,44,32,0,154,170,0,1,1.182,8,0.985
20 C,2,1,1,0,0,Col_gsm1,16,2,154,170,2,290,420,1,2,2.671,8,1.182
20 C,2,1,1,0,0,Col_gsm1,16,3,290,420,3,215,180,28,3,1.001,8,2.671
20 C,2,1,1,0,0,Col_gsm1,16,4,215,180,28,125,145,21,4,1.64,8,1.001
20 C,2,1,1,0,0,Col_gsm1,16,5,125,145,21,10,30,153,5,2.451,8,1.64
20 C,2,1,1,0,0,Col_gsm1,16,6,10,30,153,0,0,48,6,2.412,8,2.451
20 C,2,1,1,0,0,Col_gsm1,16,7,0,0,48,0,0,3,7,2.563,8,2.412
20 C,2,1,1,0,0,Col_gsm1,16,8,0,0,3,0,0,0,8,2.51,8,2.563
20 C,2,1,1,0,0,Col_gsm1,16,9,0,0,0,0,0,0,9,1.93,8,2.51
20 C,2,1,1,0,0,Col_gsm1,16,10,0,0,0,0,0,0,10,2.368,8,1.93
20 C,2,1,1,0,0,Col_gsm1,16,11,0,0,0,0,0,0,11,1.785,8,2.368
20 C,2,1,1,0,0,Col_gsm1,16,12,0,0,0,0,0,0,12,1.539,8,1.785
20 C,2,1,1,0,0,Col_gsm1,16,13,0,0,0,0,0,0,13,1.624,8,1.539
20 C,2,1,1,0,0,Col_gsm1,16,14,0,0,0,0,0,0,14,0.324,8,1.624
20 C,2,1,1,0,0,Col_gsm1,16,15,0,0,0,0,0,0,15,1.272,4,0.324
20 C,2,1,1,0,0,Col_gsm1,16,16,0,0,0,0,0,0,16,1.349,8,1.272
20 C,2,0,1,0,1,gsm1_AOP2,17,0,4,4,0,32,8,0,0,1.1958333333333333,8,0.9566666666666667
20 C,2,0,1,0,1,gsm1_AOP2,17,1,32,8,0,123,94,0,1,1.435,8,1.1958333333333333
20 C,2,0,1,0,1,gsm1_AOP2,17,2,123,94,2,395,240,1,2,2.702,8,1.435
20 C,2,0,1,0,1,gsm1_AOP2,17,3,395,240,3,235,200,40,3,0.597,8,2.702
20 C,2,0,1,0,1,gsm1_AOP2,17,4,235,200,40,240,65,35,4,1.282,8,0.597
20 C,2,0,1,0,1,gsm1_AOP2,17,5,240,65,35,215,67,157,5,1.348,8,1.282
20 C,2,0,1,0,1,gsm1_AOP2,17,6,215,67,157,10,25,156,6,1.565,8,1.348
20 C,2,0,1,0,1,gsm1_AOP2,17,7,10,25,156,0,5,13,7,2.272,8,1.565
20 C,2,0,1,0,1,gsm1_AOP2,17,8,0,5,13,0,5,0,8,2.379,8,2.272
20 C,2,0,1,0,1,gsm1_AOP2,17,9,0,5,0,0,5,0,9,1.394,8,2.379
20 C,2,0,1,0,1,gsm1_AOP2,17,10,0,5,0,0,27,0,10,1.633,8,1.394
20 C,2,0,1,0,1,gsm1_AOP2,17,11,0,27,0,0,315,0,11,1.164,8,1.633
20 C,2,0,1,0,1,gsm1_AOP2,17,12,0,315,0,0,475,0,12,0.366,8,1.164
20 C,2,0,1,0,1,gsm1_AOP2,17,13,0,475,0,0,410,0,13,0.353,8,0.366
20 C,2,0,1,0,1,gsm1_AOP2,17,14,0,410,0,0,75,0,14,0.224,8,0.353
20 C,2,0,1,0,1,gsm1_AOP2,17,15,0,75,0,0,5,0,15,0.92,8,0.224
20 C,2,0,1,0,1,gsm1_AOP2,17,16,0,5,0,0,40,0,16,1.15,8,0.92
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,0,4,4,0,26,15,0,0,1.2916666666666667,8,1.0333333333333334
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,1,26,15,0,158,194,0,1,1.55,8,1.2916666666666667
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,2,158,194,2,355,487,1,2,1.615,8,1.55
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,3,355,487,3,250,155,19,3,0.94,8,1.615
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,4,250,155,19,202,275,32,4,1.234,8,0.94
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,5,202,275,32,7,70,123,5,1.415,8,1.234
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,6,7,70,123,0,10,70,6,1.63,8,1.415
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,7,0,10,70,0,5,10,7,2.575,8,1.63
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,8,0,5,10,0,10,1,8,1.677,8,2.575
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,9,0,10,1,0,10,2,9,1.603,8,1.677
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,10,0,10,2,0,42,3,10,2.013,8,1.603
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,11,0,42,3,0,95,4,11,1.328,8,2.013
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,12,0,95,4,0,230,49,12,0.762,8,1.328
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,13,0,230,49,0,535,38,13,0.532,8,0.762
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,14,0,535,38,0,75,44,14,0.16,8,0.532
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,15,0,75,44,0,0,4,15,0.635,7,0.16
20 C,2,1,0,1,0,Col_AOP2.gsoh,18,16,0,0,4,0,0,0,16,1.205,7,0.635
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,0,4,4,0,10,8,0,0,0.5983333333333333,8,0.47866666666666663
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,1,10,8,0,56,54,0,1,0.718,8,0.5983333333333333
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,2,56,54,2,320,352,1,2,2.19,8,0.718
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,3,320,352,3,252,150,27,3,0.769,8,2.19
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,4,252,150,27,340,50,39,4,0.519,8,0.769
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,5,340,50,39,35,45,72,5,1.096,8,0.519
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,6,35,45,72,0,0,17,6,1.187,8,1.096
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,7,0,0,17,0,0,3,7,1.863,8,1.187
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,8,0,0,3,0,0,0,8,1.08,8,1.863
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,9,0,0,0,0,0,0,9,1.177,8,1.08
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,10,0,0,0,0,0,0,10,1.383,8,1.177
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,11,0,0,0,0,0,0,11,0.892,8,1.383
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,12,0,0,0,0,0,0,12,0.873,8,0.892
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,13,0,0,0,0,0,0,13,0.972,8,0.873
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,14,0,0,0,0,0,0,14,0.661,7,0.972
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,15,0,0,0,0,0,0,15,0.65,7,0.661
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,19,16,0,0,0,0,0,0,16,0.836,8,0.65
20 C,2,0,1,0,1,gsm1_AOP2,20,0,4,4,0,39,13,0,0,1.1033333333333335,8,0.8826666666666668
20 C,2,0,1,0,1,gsm1_AOP2,20,1,39,13,0,116,90,0,1,1.324,8,1.1033333333333335
20 C,2,0,1,0,1,gsm1_AOP2,20,2,116,90,2,540,360,1,2,2.334,8,1.324
20 C,2,0,1,0,1,gsm1_AOP2,20,3,540,360,3,390,160,20,3,1.312,8,2.334
20 C,2,0,1,0,1,gsm1_AOP2,20,4,390,160,20,410,110,70,4,1.06,8,1.312
20 C,2,0,1,0,1,gsm1_AOP2,20,5,410,110,70,10,15,174,5,1.802,8,1.06
20 C,2,0,1,0,1,gsm1_AOP2,20,6,10,15,174,0,5,14,6,1.626,8,1.802
20 C,2,0,1,0,1,gsm1_AOP2,20,7,0,5,14,0,10,1,7,2.086,8,1.626
20 C,2,0,1,0,1,gsm1_AOP2,20,8,0,10,1,0,60,1,8,1.479,8,2.086
20 C,2,0,1,0,1,gsm1_AOP2,20,9,0,60,1,0,760,1,9,1.724,8,1.479
20 C,2,0,1,0,1,gsm1_AOP2,20,10,0,760,1,0,885,26,10,0.853,8,1.724
20 C,2,0,1,0,1,gsm1_AOP2,20,11,0,885,26,0,250,4,11,0.381,8,0.853
20 C,2,0,1,0,1,gsm1_AOP2,20,12,0,250,4,0,620,0,12,0.411,8,0.381
20 C,2,0,1,0,1,gsm1_AOP2,20,13,0,620,0,0,590,0,13,0.402,8,0.411
20 C,2,0,1,0,1,gsm1_AOP2,20,14,0,590,0,0,35,0,14,0.11,8,0.402
20 C,2,0,1,0,1,gsm1_AOP2,20,15,0,35,0,0,10,0,15,0.614,7,0.11
20 C,2,0,1,0,1,gsm1_AOP2,20,16,0,10,0,0,45,0,16,1.244,8,0.614
20 C,2,1,0,0,1,Col_AOP2,21,0,4,4,0,42,5,0,0,0.6433333333333333,8,0.5146666666666666
20 C,2,1,0,0,1,Col_AOP2,21,1,42,5,0,157,182,0,1,0.772,8,0.6433333333333333
20 C,2,1,0,0,1,Col_AOP2,21,2,157,182,2,405,495,1,2,1.451,8,0.772
20 C,2,1,0,0,1,Col_AOP2,21,3,405,495,3,250,160,23,3,0.927,8,1.451
20 C,2,1,0,0,1,Col_AOP2,21,4,250,160,23,135,55,21,4,1.074,8,0.927
20 C,2,1,0,0,1,Col_AOP2,21,5,135,55,21,15,30,115,5,2.007,8,1.074
20 C,2,1,0,0,1,Col_AOP2,21,6,15,30,115,0,0,28,6,1.799,8,2.007
20 C,2,1,0,0,1,Col_AOP2,21,7,0,0,28,0,0,0,7,2.088,8,1.799
20 C,2,1,0,0,1,Col_AOP2,21,8,0,0,0,0,0,0,8,2.644,8,2.088
20 C,2,1,0,0,1,Col_AOP2,21,9,0,0,0,0,0,0,9,2.034,8,2.644
20 C,2,1,0,0,1,Col_AOP2,21,10,0,0,0,0,0,0,10,1.952,8,2.034
20 C,2,1,0,0,1,Col_AOP2,21,11,0,0,0,0,0,0,11,1.377,8,1.952
20 C,2,1,0,0,1,Col_AOP2,21,12,0,0,0,0,0,0,12,1.191,8,1.377
20 C,2,1,0,0,1,Col_AOP2,21,13,0,0,0,0,0,0,13,1.255,7,1.191
20 C,2,1,0,0,1,Col_AOP2,21,14,0,0,0,0,0,0,14,0.429,8,1.255
20 C,2,1,0,0,1,Col_AOP2,21,15,0,0,0,0,0,0,15,0.812,8,0.429
20 C,2,1,0,0,1,Col_AOP2,21,16,0,0,0,0,0,0,16,0.471,8,0.812
20 C,1,0,0,1,0,AOP2.gsoh,22,0,4,4,0,16,5,0,0,0.6525000000000001,8,0.522
20 C,1,0,0,1,0,AOP2.gsoh,22,1,16,5,0,59,61,0,1,0.783,8,0.6525000000000001
20 C,1,0,0,1,0,AOP2.gsoh,22,2,59,61,2,290,177,1,2,1.814,8,0.783
20 C,1,0,0,1,0,AOP2.gsoh,22,3,290,177,3,302,165,33,3,0.957,8,1.814
20 C,1,0,0,1,0,AOP2.gsoh,22,4,302,165,33,212,50,77,4,0.69,8,0.957
20 C,1,0,0,1,0,AOP2.gsoh,22,5,212,50,77,10,35,72,5,1.017,8,0.69
20 C,1,0,0,1,0,AOP2.gsoh,22,6,10,35,72,0,5,7,6,1.411,8,1.017
20 C,1,0,0,1,0,AOP2.gsoh,22,7,0,5,7,0,5,0,7,1.466,8,1.411
20 C,1,0,0,1,0,AOP2.gsoh,22,8,0,5,0,0,35,0,8,1.074,8,1.466
20 C,1,0,0,1,0,AOP2.gsoh,22,9,0,35,0,0,555,0,9,0.7,8,1.074
20 C,1,0,0,1,0,AOP2.gsoh,22,10,0,555,0,0,882,0,10,0.632,8,0.7
20 C,1,0,0,1,0,AOP2.gsoh,22,11,0,882,0,0,450,0,11,0.337,8,0.632
20 C,1,0,0,1,0,AOP2.gsoh,22,12,0,450,0,0,415,0,12,0.265,8,0.337
20 C,1,0,0,1,0,AOP2.gsoh,22,13,0,415,0,0,590,0,13,0.47,7,0.265
20 C,1,0,0,1,0,AOP2.gsoh,22,14,0,590,0,0,30,0,14,0.191,8,0.47
20 C,1,0,0,1,0,AOP2.gsoh,22,15,0,30,0,0,10,0,15,0.64,8,0.191
20 C,1,0,0,1,0,AOP2.gsoh,22,16,0,10,0,0,70,0,16,0.423,8,0.64
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,0,4,4,0,13,5,0,0,0.3416666666666667,8,0.2733333333333333
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,1,13,5,0,96,158,0,1,0.41,8,0.3416666666666667
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,2,96,158,2,75,810,1,2,0.813,8,0.41
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,3,75,810,3,220,265,20,3,0.695,8,0.813
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,4,220,265,20,55,100,32,4,0.69,8,0.695
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,5,55,100,32,10,70,95,5,1.212,8,0.69
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,6,10,70,95,0,5,16,6,1.233,8,1.212
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,7,0,5,16,0,5,4,7,1.49,8,1.233
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,8,0,5,4,0,5,3,8,1.152,8,1.49
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,9,0,5,3,0,25,3,9,1.018,8,1.152
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,10,0,25,3,0,62,5,10,1.365,8,1.018
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,11,0,62,5,0,215,1,11,0.429,8,1.365
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,12,0,215,1,0,365,1,12,0.377,8,0.429
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,13,0,365,1,0,355,9,13,0.313,8,0.377
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,14,0,355,9,0,65,19,14,0.226,8,0.313
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,15,0,65,19,0,25,0,15,0.414,8,0.226
20 C,2,0,0,1,1,AOP2_AOP2.gsoh,23,16,0,25,0,0,180,0,16,0.672,8,0.414
20 C,1,0,1,0,0,gsm1,24,0,4,4,0,33,14,0,0,1.4775,8,1.182
20 C,1,0,1,0,0,gsm1,24,1,33,14,0,98,97,0,1,1.773,8,1.4775
20 C,1,0,1,0,0,gsm1,24,2,98,97,2,560,450,1,2,2.588,8,1.773
20 C,1,0,1,0,0,gsm1,24,3,560,450,3,220,135,31,3,1.038,8,2.588
20 C,1,0,1,0,0,gsm1,24,4,220,135,31,315,280,23,4,1.454,8,1.038
20 C,1,0,1,0,0,gsm1,24,5,315,280,23,70,115,80,5,1.652,8,1.454
20 C,1,0,1,0,0,gsm1,24,6,70,115,80,50,20,69,6,2.342,8,1.652
20 C,1,0,1,0,0,gsm1,24,7,50,20,69,0,0,39,7,2.505,8,2.342
20 C,1,0,1,0,0,gsm1,24,8,0,0,39,0,0,0,8,2.814,8,2.505
20 C,1,0,1,0,0,gsm1,24,9,0,0,0,0,0,0,9,1.758,8,2.814
20 C,1,0,1,0,0,gsm1,24,10,0,0,0,0,0,0,10,1.925,8,1.758
20 C,1,0,1,0,0,gsm1,24,11,0,0,0,0,0,0,11,1.595,8,1.925
20 C,1,0,1,0,0,gsm1,24,12,0,0,0,0,0,0,12,1.362,8,1.595
20 C,1,0,1,0,0,gsm1,24,13,0,0,0,0,0,0,13,1.266,8,1.362
20 C,1,0,1,0,0,gsm1,24,14,0,0,0,0,0,0,14,0.113,7,1.266
20 C,1,0,1,0,0,gsm1,24,15,0,0,0,0,0,0,15,0.909,5,0.113
20 C,1,0,1,0,0,gsm1,24,16,0,0,0,0,0,0,16,0.745,8,0.909
20 C,1,0,0,0,1,AOP2,25,0,4,4,0,17,5,0,0,0.5608333333333334,8,0.4486666666666667
20 C,1,0,0,0,1,AOP2,25,1,17,5,0,116,109,0,1,0.673,8,0.5608333333333334
20 C,1,0,0,0,1,AOP2,25,2,116,109,2,190,575,1,2,1.177,8,0.673
20 C,1,0,0,0,1,AOP2,25,3,190,575,3,180,275,18,3,0.844,8,1.177
20 C,1,0,0,0,1,AOP2,25,4,180,275,18,90,165,22,4,0.533,8,0.844
20 C,1,0,0,0,1,AOP2,25,5,90,165,22,0,110,68,5,0.741,8,0.533
20 C,1,0,0,0,1,AOP2,25,6,0,110,68,0,10,13,6,1.269,8,0.741
20 C,1,0,0,0,1,AOP2,25,7,0,10,13,0,0,3,7,1.626,8,1.269
20 C,1,0,0,0,1,AOP2,25,8,0,0,3,0,0,3,8,1.382,8,1.626
20 C,1,0,0,0,1,AOP2,25,9,0,0,3,0,0,0,9,1.322,8,1.382
20 C,1,0,0,0,1,AOP2,25,10,0,0,0,0,0,0,10,1.393,8,1.322
20 C,1,0,0,0,1,AOP2,25,11,0,0,0,0,0,0,11,0.714,8,1.393
20 C,1,0,0,0,1,AOP2,25,12,0,0,0,0,0,0,12,1.159,8,0.714
20 C,1,0,0,0,1,AOP2,25,13,0,0,0,0,0,0,13,1.046,8,1.159
20 C,1,0,0,0,1,AOP2,25,14,0,0,0,0,0,0,14,0.397,8,1.046
20 C,1,0,0,0,1,AOP2,25,15,0,0,0,0,0,0,15,0.895,6,0.397
20 C,1,0,0,0,1,AOP2,25,16,0,0,0,0,0,0,16,0.711,8,0.895
20 C,1,1,0,0,0,Col,26,0,4,4,0,22,41,0,0,1.5908333333333333,8,1.2726666666666666
20 C,1,1,0,0,0,Col,26,1,22,41,0,109,197,0,1,1.909,8,1.5908333333333333
20 C,1,1,0,0,0,Col,26,2,109,197,2,495,740,1,2,2.315,8,1.909
20 C,1,1,0,0,0,Col,26,3,495,740,3,240,237,22,3,1.35,8,2.315
20 C,1,1,0,0,0,Col,26,4,240,237,22,240,140,50,4,2.009,8,1.35
20 C,1,1,0,0,0,Col,26,5,240,140,50,25,40,126,5,2.384,8,2.009
20 C,1,1,0,0,0,Col,26,6,25,40,126,0,20,85,6,2.547,8,2.384
20 C,1,1,0,0,0,Col,26,7,0,20,85,0,0,6,7,2.867,8,2.547
20 C,1,1,0,0,0,Col,26,8,0,0,6,0,0,0,8,2.622,8,2.867
20 C,1,1,0,0,0,Col,26,9,0,0,0,0,0,0,9,2.119,8,2.622
20 C,1,1,0,0,0,Col,26,10,0,0,0,0,0,0,10,2.593,8,2.119
20 C,1,1,0,0,0,Col,26,11,0,0,0,0,0,0,11,1.761,8,2.593
20 C,1,1,0,0,0,Col,26,12,0,0,0,0,0,0,12,1.767,8,1.761
20 C,1,1,0,0,0,Col,26,13,0,0,0,0,0,0,13,1.45,8,1.767
20 C,1,1,0,0,0,Col,26,14,0,0,0,0,0,0,14,0.656,8,1.45
20 C,1,1,0,0,0,Col,26,15,0,0,0,0,0,0,15,1.11,6,0.656
20 C,1,1,0,0,0,Col,26,16,0,0,0,0,0,0,16,1.134,8,1.11
20 C,2,1,0,0,1,Col_AOP2,27,0,4,4,0,33,23,0,0,1.5391666666666666,8,1.2313333333333332
20 C,2,1,0,0,1,Col_AOP2,27,1,33,23,0,87,175,0,1,1.847,8,1.5391666666666666
20 C,2,1,0,0,1,Col_AOP2,27,2,87,175,2,385,400,1,2,1.837,8,1.847
20 C,2,1,0,0,1,Col_AOP2,27,3,385,400,3,207,152,16,3,0.932,8,1.837
20 C,2,1,0,0,1,Col_AOP2,27,4,207,152,16,80,220,23,4,1.323,8,0.932
20 C,2,1,0,0,1,Col_AOP2,27,5,80,220,23,12,190,126,5,1.22,8,1.323
20 C,2,1,0,0,1,Col_AOP2,27,6,12,190,126,0,40,95,6,1.691,8,1.22
20 C,2,1,0,0,1,Col_AOP2,27,7,0,40,95,0,0,16,7,2.098,8,1.691
20 C,2,1,0,0,1,Col_AOP2,27,8,0,0,16,0,0,2,8,2.125,8,2.098
20 C,2,1,0,0,1,Col_AOP2,27,9,0,0,2,0,0,0,9,1.887,8,2.125
20 C,2,1,0,0,1,Col_AOP2,27,10,0,0,0,0,0,0,10,2.096,8,1.887
20 C,2,1,0,0,1,Col_AOP2,27,11,0,0,0,0,0,0,11,1.483,8,2.096
20 C,2,1,0,0,1,Col_AOP2,27,12,0,0,0,0,0,0,12,1.631,8,1.483
20 C,2,1,0,0,1,Col_AOP2,27,13,0,0,0,0,0,0,13,1.294,8,1.631
20 C,2,1,0,0,1,Col_AOP2,27,14,0,0,0,0,0,0,14,0.992,8,1.294
20 C,2,1,0,0,1,Col_AOP2,27,15,0,0,0,0,0,0,15,0.66,8,0.992
20 C,2,1,0,0,1,Col_AOP2,27,16,0,0,0,0,0,0,16,1.202,8,0.66
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,0,4,4,0,22,26,0,0,1.2208333333333334,8,0.9766666666666668
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,1,22,26,0,120,203,0,1,1.465,8,1.2208333333333334
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,2,120,203,2,510,480,1,2,1.898,8,1.465
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,3,510,480,3,210,135,25,3,1.164,8,1.898
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,4,210,135,25,100,80,24,4,1.298,8,1.164
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,5,100,80,24,0,25,69,5,1.714,8,1.298
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,6,0,25,69,0,10,32,6,2.04,8,1.714
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,7,0,10,32,0,0,4,7,2.426,8,2.04
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,8,0,0,4,0,0,0,8,2.447,8,2.426
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,9,0,0,0,0,0,0,9,1.924,8,2.447
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,10,0,0,0,0,0,0,10,1.619,8,1.924
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,11,0,0,0,0,0,0,11,1.18,8,1.619
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,12,0,0,0,0,0,0,12,1.346,8,1.18
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,13,0,0,0,0,0,0,13,1.084,8,1.346
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,14,0,0,0,0,0,0,14,0.485,8,1.084
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,15,0,0,0,0,0,0,15,0.575,6,0.485
20 C,2,1,0,1,0,Col_AOP2.gsoh,28,16,0,0,0,0,0,0,16,0.345,7,0.575
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,0,4,4,0,32,13,0,0,1.065,8,0.852
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,1,32,13,0,109,80,0,1,1.278,8,1.065
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,2,109,80,2,135,495,1,2,2.734,8,1.278
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,3,135,495,3,240,135,32,3,0.876,8,2.734
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,4,240,135,32,215,50,48,4,1.03,8,0.876
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,5,215,50,48,0,35,179,5,1.761,8,1.03
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,6,0,35,179,0,5,15,6,2.054,8,1.761
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,7,0,5,15,0,25,1,7,1.736,8,2.054
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,8,0,25,1,0,40,1,8,1.923,8,1.736
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,9,0,40,1,0,50,1,9,1.352,8,1.923
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,10,0,50,1,0,255,37,10,1.48,8,1.352
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,11,0,255,37,0,515,4,11,0.56,8,1.48
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,12,0,515,4,0,110,142,12,0.381,8,0.56
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,13,0,110,142,0,20,16,13,1.07,8,0.381
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,14,0,20,16,0,0,0,14,0.715,8,1.07
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,15,0,0,0,0,0,0,15,0.988,8,0.715
20 C,2,0,1,1,0,gsm1_AOP2.gsoh,29,16,0,0,0,0,0,0,16,1.138,8,0.988
20 C,2,1,1,0,0,Col_gsm1,30,0,4,4,0,23,9,0,0,1.5033333333333334,8,1.2026666666666668
20 C,2,1,1,0,0,Col_gsm1,30,1,23,9,0,91,82,0,1,1.804,8,1.5033333333333334
20 C,2,1,1,0,0,Col_gsm1,30,2,91,82,2,540,240,1,2,2.636,8,1.804
20 C,2,1,1,0,0,Col_gsm1,30,3,540,240,3,440,50,22,3,1.39,8,2.636
20 C,2,1,1,0,0,Col_gsm1,30,4,440,50,22,295,120,29,4,1.463,8,1.39
20 C,2,1,1,0,0,Col_gsm1,30,5,295,120,29,165,255,286,5,1.259,8,1.463
20 C,2,1,1,0,0,Col_gsm1,30,6,165,255,286,140,145,282,6,1.286,8,1.259
20 C,2,1,1,0,0,Col_gsm1,30,7,140,145,282,0,10,75,7,2.542,8,1.286
20 C,2,1,1,0,0,Col_gsm1,30,8,0,10,75,0,5,5,8,2.222,8,2.542
20 C,2,1,1,0,0,Col_gsm1,30,9,0,5,5,0,5,1,9,1.586,8,2.222
20 C,2,1,1,0,0,Col_gsm1,30,10,0,5,1,0,5,1,10,2.125,8,1.586
20 C,2,1,1,0,0,Col_gsm1,30,11,0,5,1,0,20,1,11,1.684,8,2.125
20 C,2,1,1,0,0,Col_gsm1,30,12,0,20,1,0,595,6,12,1.073,8,1.684
20 C,2,1,1,0,0,Col_gsm1,30,13,0,595,6,0,450,0,13,0.347,8,1.073
20 C,2,1,1,0,0,Col_gsm1,30,14,0,450,0,0,110,0,14,0.19,8,0.347
20 C,2,1,1,0,0,Col_gsm1,30,15,0,110,0,0,5,0,15,0.613,8,0.19
